kepid,label,file
10342041,centroid_offset,debo_model/datasets/10342041.npz
10342065,centroid_offset,debo_model/datasets/10342065.npz
10350571,not_transit,debo_model/datasets/10350571.npz
10351231,transit,debo_model/datasets/10351231.npz
10351767,not_transit,debo_model/datasets/10351767.npz
10352945,centroid_offset,debo_model/datasets/10352945.npz
10354039,transit,debo_model/datasets/10354039.npz
10363281,stellar_eclipse,debo_model/datasets/10363281.npz
10383687,stellar_eclipse,debo_model/datasets/10383687.npz
10387742,not_transit,debo_model/datasets/10387742.npz
10407221,centroid_offset,debo_model/datasets/10407221.npz
10415227,centroid_offset,debo_model/datasets/10415227.npz
10419211,stellar_eclipse,debo_model/datasets/10419211.npz
10419312,centroid_offset,debo_model/datasets/10419312.npz
10426656,transit,debo_model/datasets/10426656.npz
10460629,transit,debo_model/datasets/10460629.npz
10464078,stellar_eclipse,debo_model/datasets/10464078.npz
10467815,not_transit,debo_model/datasets/10467815.npz
10468940,transit,debo_model/datasets/10468940.npz
10470206,centroid_offset,debo_model/datasets/10470206.npz
10480921,centroid_offset,debo_model/datasets/10480921.npz
10480982,centroid_offset,debo_model/datasets/10480982.npz
10482160,transit,debo_model/datasets/10482160.npz
10485069,not_transit,debo_model/datasets/10485069.npz
10485179,centroid_offset,debo_model/datasets/10485179.npz
10485250,stellar_eclipse,debo_model/datasets/10485250.npz
10488450,centroid_offset,debo_model/datasets/10488450.npz
10514430,Ephemeris match,debo_model/datasets/10514430.npz
10514770,stellar_eclipse,debo_model/datasets/10514770.npz
10518399,stellar_eclipse,debo_model/datasets/10518399.npz
10518725,stellar_eclipse,debo_model/datasets/10518725.npz
10526549,transit,debo_model/datasets/10526549.npz
10527135,stellar_eclipse,debo_model/datasets/10527135.npz
10528068,transit,debo_model/datasets/10528068.npz
10549562,stellar_eclipse,debo_model/datasets/10549562.npz
10554967,centroid_offset,debo_model/datasets/10554967.npz
10555375,centroid_offset,debo_model/datasets/10555375.npz
10583066,transit,debo_model/datasets/10583066.npz
10583180,stellar_eclipse,debo_model/datasets/10583180.npz
10586208,transit,debo_model/datasets/10586208.npz
10593759,stellar_eclipse,debo_model/datasets/10593759.npz
10599397,stellar_eclipse,debo_model/datasets/10599397.npz
10601284,transit,debo_model/datasets/10601284.npz
10611420,centroid_offset,debo_model/datasets/10611420.npz
10616571,stellar_eclipse,debo_model/datasets/10616571.npz
10619142,centroid_offset,debo_model/datasets/10619142.npz
10620329,not_transit,debo_model/datasets/10620329.npz
10657664,stellar_eclipse,debo_model/datasets/10657664.npz
10661771,stellar_eclipse,debo_model/datasets/10661771.npz
10662202,not_transit,debo_model/datasets/10662202.npz
10666230,stellar_eclipse,debo_model/datasets/10666230.npz
10666242,stellar_eclipse,debo_model/datasets/10666242.npz
10666592,transit,debo_model/datasets/10666592.npz
10676923,centroid_offset,debo_model/datasets/10676923.npz
10679583,centroid_offset,debo_model/datasets/10679583.npz
10682541,transit,debo_model/datasets/10682541.npz
10686814,centroid_offset,debo_model/datasets/10686814.npz
10730034,transit,debo_model/datasets/10730034.npz
10743597,centroid_offset,debo_model/datasets/10743597.npz
10747445,stellar_eclipse,debo_model/datasets/10747445.npz
10748393,not_transit,debo_model/datasets/10748393.npz
10785538,stellar_eclipse,debo_model/datasets/10785538.npz
10797460,transit,debo_model/datasets/10797460.npz
10799735,stellar_eclipse,debo_model/datasets/10799735.npz
10801100,not_transit,debo_model/datasets/10801100.npz
10811496,transit,debo_model/datasets/10811496.npz
10843203,stellar_eclipse,debo_model/datasets/10843203.npz
10848459,stellar_eclipse,debo_model/datasets/10848459.npz
10854555,transit,debo_model/datasets/10854555.npz
10854768,transit,debo_model/datasets/10854768.npz
10858691,transit,debo_model/datasets/10858691.npz
10861715,unlabeled,debo_model/datasets/10861715.npz
10872983,transit,debo_model/datasets/10872983.npz
10874226,stellar_eclipse,debo_model/datasets/10874226.npz
10874926,stellar_eclipse,debo_model/datasets/10874926.npz
10875245,transit,debo_model/datasets/10875245.npz
10876237,stellar_eclipse,debo_model/datasets/10876237.npz
10879208,stellar_eclipse,debo_model/datasets/10879208.npz
10910878,transit,debo_model/datasets/10910878.npz
10924853,centroid_offset,debo_model/datasets/10924853.npz
10925113,centroid_offset,debo_model/datasets/10925113.npz
10960993,stellar_eclipse,debo_model/datasets/10960993.npz
10964440,transit,debo_model/datasets/10964440.npz
10971674,stellar_eclipse,debo_model/datasets/10971674.npz
10973814,transit,debo_model/datasets/10973814.npz
10984090,transit,debo_model/datasets/10984090.npz
10987985,transit,debo_model/datasets/10987985.npz
11013201,transit,debo_model/datasets/11013201.npz
11014932,transit,debo_model/datasets/11014932.npz
11018648,transit,debo_model/datasets/11018648.npz
11030711,transit,debo_model/datasets/11030711.npz
11043136,stellar_eclipse,debo_model/datasets/11043136.npz
11044770,stellar_eclipse,debo_model/datasets/11044770.npz
11075279,transit,debo_model/datasets/11075279.npz
11086270,transit,debo_model/datasets/11086270.npz
11100657,stellar_eclipse,debo_model/datasets/11100657.npz
11100670,stellar_eclipse,debo_model/datasets/11100670.npz
11122894,transit,debo_model/datasets/11122894.npz
11125936,stellar_eclipse,debo_model/datasets/11125936.npz
11129738,transit,debo_model/datasets/11129738.npz
11138155,transit,debo_model/datasets/11138155.npz
11152159,stellar_eclipse,debo_model/datasets/11152159.npz
11153539,transit,debo_model/datasets/11153539.npz
11176127,transit,debo_model/datasets/11176127.npz
11180361,transit,debo_model/datasets/11180361.npz
11188249,centroid_offset,debo_model/datasets/11188249.npz
11189127,stellar_eclipse,debo_model/datasets/11189127.npz
11192141,stellar_eclipse,debo_model/datasets/11192141.npz
11193447,unlabeled,debo_model/datasets/11193447.npz
11197126,stellar_eclipse,debo_model/datasets/11197126.npz
11200415,centroid_offset,debo_model/datasets/11200415.npz
11231334,stellar_eclipse,debo_model/datasets/11231334.npz
11242721,stellar_eclipse,debo_model/datasets/11242721.npz
11246364,unlabeled,debo_model/datasets/11246364.npz
11255231,centroid_offset,debo_model/datasets/11255231.npz
11255761,stellar_eclipse,debo_model/datasets/11255761.npz
11288505,transit,debo_model/datasets/11288505.npz
11303815,centroid_offset,debo_model/datasets/11303815.npz
11304958,transit,debo_model/datasets/11304958.npz
11359879,transit,debo_model/datasets/11359879.npz
11391957,transit,debo_model/datasets/11391957.npz
11401182,transit,debo_model/datasets/11401182.npz
11401822,stellar_eclipse,debo_model/datasets/11401822.npz
11403044,transit,debo_model/datasets/11403044.npz
11414511,transit,debo_model/datasets/11414511.npz
11442465,stellar_eclipse,debo_model/datasets/11442465.npz
11446443,transit,debo_model/datasets/11446443.npz
11449844,transit,debo_model/datasets/11449844.npz
11455491,stellar_eclipse,debo_model/datasets/11455491.npz
11456382,centroid_offset,debo_model/datasets/11456382.npz
11460018,transit,debo_model/datasets/11460018.npz
11463211,centroid_offset,debo_model/datasets/11463211.npz
11465813,stellar_eclipse,debo_model/datasets/11465813.npz
11493431,transit,debo_model/datasets/11493431.npz
11493732,stellar_eclipse,debo_model/datasets/11493732.npz
11494130,not_transit,debo_model/datasets/11494130.npz
11502218,transit,debo_model/datasets/11502218.npz
11507101,transit,debo_model/datasets/11507101.npz
11512246,transit,debo_model/datasets/11512246.npz
11521048,stellar_eclipse,debo_model/datasets/11521048.npz
11546211,stellar_eclipse,debo_model/datasets/11546211.npz
11548140,stellar_eclipse,debo_model/datasets/11548140.npz
11599038,not_transit,debo_model/datasets/11599038.npz
11599264,stellar_eclipse,debo_model/datasets/11599264.npz
11607193,stellar_eclipse,debo_model/datasets/11607193.npz
1161345,transit,debo_model/datasets/1161345.npz
11656302,stellar_eclipse,debo_model/datasets/11656302.npz
11656840,stellar_eclipse,debo_model/datasets/11656840.npz
11673674,stellar_eclipse,debo_model/datasets/11673674.npz
11752908,Ephemeris match,debo_model/datasets/11752908.npz
11754553,transit,debo_model/datasets/11754553.npz
11760959,centroid_offset,debo_model/datasets/11760959.npz
11761199,stellar_eclipse,debo_model/datasets/11761199.npz
11769801,not_transit,debo_model/datasets/11769801.npz
11774303,stellar_eclipse,debo_model/datasets/11774303.npz
11774387,stellar_eclipse,debo_model/datasets/11774387.npz
11775507,transit,debo_model/datasets/11775507.npz
11812062,transit,debo_model/datasets/11812062.npz
11818800,transit,debo_model/datasets/11818800.npz
11820830,stellar_eclipse,debo_model/datasets/11820830.npz
11853255,transit,debo_model/datasets/11853255.npz
11858748,centroid_offset,debo_model/datasets/11858748.npz
11869052,stellar_eclipse,debo_model/datasets/11869052.npz
11909839,stellar_eclipse,debo_model/datasets/11909839.npz
11912932,centroid_offset,debo_model/datasets/11912932.npz
11913012,stellar_eclipse,debo_model/datasets/11913012.npz
11913013,stellar_eclipse,debo_model/datasets/11913013.npz
11913073,stellar_eclipse,debo_model/datasets/11913073.npz
11918099,transit,debo_model/datasets/11918099.npz
11922678,centroid_offset,debo_model/datasets/11922678.npz
11923270,transit,debo_model/datasets/11923270.npz
11955499,stellar_eclipse,debo_model/datasets/11955499.npz
11960862,transit,debo_model/datasets/11960862.npz
11972666,stellar_eclipse,debo_model/datasets/11972666.npz
11974540,transit,debo_model/datasets/11974540.npz
12016267,transit,debo_model/datasets/12016267.npz
12017140,stellar_eclipse,debo_model/datasets/12017140.npz
12020329,transit,debo_model/datasets/12020329.npz
12023078,stellar_eclipse,debo_model/datasets/12023078.npz
12061096,centroid_offset,debo_model/datasets/12061096.npz
12061238,centroid_offset,debo_model/datasets/12061238.npz
12062667,centroid_offset,debo_model/datasets/12062667.npz
12066335,transit,debo_model/datasets/12066335.npz
12070811,transit,debo_model/datasets/12070811.npz
12071037,centroid_offset,debo_model/datasets/12071037.npz
12105051,transit,debo_model/datasets/12105051.npz
12106929,stellar_eclipse,debo_model/datasets/12106929.npz
12107021,centroid_offset,debo_model/datasets/12107021.npz
12108312,stellar_eclipse,debo_model/datasets/12108312.npz
12110786,centroid_offset,debo_model/datasets/12110786.npz
12110942,transit,debo_model/datasets/12110942.npz
12167361,stellar_eclipse,debo_model/datasets/12167361.npz
12216278,centroid_offset,debo_model/datasets/12216278.npz
12316431,stellar_eclipse,debo_model/datasets/12316431.npz
12366084,transit,debo_model/datasets/12366084.npz
12404086,transit,debo_model/datasets/12404086.npz
12459725,Ephemeris match,debo_model/datasets/12459725.npz
12470844,transit,debo_model/datasets/12470844.npz
12504988,stellar_eclipse,debo_model/datasets/12504988.npz
12506351,stellar_eclipse,debo_model/datasets/12506351.npz
12508335,stellar_eclipse,debo_model/datasets/12508335.npz
12643589,stellar_eclipse,debo_model/datasets/12643589.npz
12644774,stellar_eclipse,debo_model/datasets/12644774.npz
12644822,transit,debo_model/datasets/12644822.npz
1431122,transit,debo_model/datasets/1431122.npz
1432214,stellar_eclipse,debo_model/datasets/1432214.npz
1432789,transit,debo_model/datasets/1432789.npz
1433962,stellar_eclipse,debo_model/datasets/1433962.npz
1571511,stellar_eclipse,debo_model/datasets/1571511.npz
1718189,transit,debo_model/datasets/1718189.npz
1722276,not_transit,debo_model/datasets/1722276.npz
1725016,transit,debo_model/datasets/1725016.npz
1865042,transit,debo_model/datasets/1865042.npz
1871056,transit,debo_model/datasets/1871056.npz
1996679,stellar_eclipse,debo_model/datasets/1996679.npz
2141783,stellar_eclipse,debo_model/datasets/2141783.npz
2157247,unlabeled,debo_model/datasets/2157247.npz
2162635,transit,debo_model/datasets/2162635.npz
2164169,transit,debo_model/datasets/2164169.npz
2165002,transit,debo_model/datasets/2165002.npz
2166206,centroid_offset,debo_model/datasets/2166206.npz
2302548,transit,debo_model/datasets/2302548.npz
2306756,stellar_eclipse,debo_model/datasets/2306756.npz
2307199,transit,debo_model/datasets/2307199.npz
2309585,stellar_eclipse,debo_model/datasets/2309585.npz
2309719,stellar_eclipse,debo_model/datasets/2309719.npz
2436378,stellar_eclipse,debo_model/datasets/2436378.npz
2437505,unlabeled,debo_model/datasets/2437505.npz
2438070,stellar_eclipse,debo_model/datasets/2438070.npz
2438502,stellar_eclipse,debo_model/datasets/2438502.npz
2438513,centroid_offset,debo_model/datasets/2438513.npz
2440757,stellar_eclipse,debo_model/datasets/2440757.npz
2441728,centroid_offset,debo_model/datasets/2441728.npz
2445129,stellar_eclipse,debo_model/datasets/2445129.npz
2445154,centroid_offset,debo_model/datasets/2445154.npz
2445975,stellar_eclipse,debo_model/datasets/2445975.npz
2446113,transit,debo_model/datasets/2446113.npz
2449074,stellar_eclipse,debo_model/datasets/2449074.npz
2452450,stellar_eclipse,debo_model/datasets/2452450.npz
2558363,centroid_offset,debo_model/datasets/2558363.npz
2573056,stellar_eclipse,debo_model/datasets/2573056.npz
2574201,stellar_eclipse,debo_model/datasets/2574201.npz
2574338,transit,debo_model/datasets/2574338.npz
2576197,unlabeled,debo_model/datasets/2576197.npz
2584163,transit,debo_model/datasets/2584163.npz
2695110,stellar_eclipse,debo_model/datasets/2695110.npz
2708885,centroid_offset,debo_model/datasets/2708885.npz
2713049,transit,debo_model/datasets/2713049.npz
2715135,transit,debo_model/datasets/2715135.npz
2716853,centroid_offset,debo_model/datasets/2716853.npz
2720309,unlabeled,debo_model/datasets/2720309.npz
2720514,centroid_offset,debo_model/datasets/2720514.npz
2721030,transit,debo_model/datasets/2721030.npz
2837111,transit,debo_model/datasets/2837111.npz
2849805,transit,debo_model/datasets/2849805.npz
2851100,stellar_eclipse,debo_model/datasets/2851100.npz
2853093,transit,debo_model/datasets/2853093.npz
2853446,transit,debo_model/datasets/2853446.npz
2853828,not_transit,debo_model/datasets/2853828.npz
2854698,transit,debo_model/datasets/2854698.npz
2854914,transit,debo_model/datasets/2854914.npz
2860866,transit,debo_model/datasets/2860866.npz
2989706,stellar_eclipse,debo_model/datasets/2989706.npz
3001885,centroid_offset,debo_model/datasets/3001885.npz
3003992,centroid_offset,debo_model/datasets/3003992.npz
3097346,centroid_offset,debo_model/datasets/3097346.npz
3098184,stellar_eclipse,debo_model/datasets/3098184.npz
3109930,transit,debo_model/datasets/3109930.npz
3113266,stellar_eclipse,debo_model/datasets/3113266.npz
3114167,transit,debo_model/datasets/3114167.npz
3114661,stellar_eclipse,debo_model/datasets/3114661.npz
3114811,transit,debo_model/datasets/3114811.npz
3115833,transit,debo_model/datasets/3115833.npz
3116302,unlabeled,debo_model/datasets/3116302.npz
3116412,transit,debo_model/datasets/3116412.npz
3120276,centroid_offset,debo_model/datasets/3120276.npz
3120431,stellar_eclipse,debo_model/datasets/3120431.npz
3124412,stellar_eclipse,debo_model/datasets/3124412.npz
3128793,stellar_eclipse,debo_model/datasets/3128793.npz
3130300,centroid_offset,debo_model/datasets/3130300.npz
3130548,stellar_eclipse,debo_model/datasets/3130548.npz
3218908,transit,debo_model/datasets/3218908.npz
3228824,centroid_offset,debo_model/datasets/3228824.npz
3228945,stellar_eclipse,debo_model/datasets/3228945.npz
3228959,centroid_offset,debo_model/datasets/3228959.npz
3230491,transit,debo_model/datasets/3230491.npz
3230578,stellar_eclipse,debo_model/datasets/3230578.npz
3230753,centroid_offset,debo_model/datasets/3230753.npz
3231137,stellar_eclipse,debo_model/datasets/3231137.npz
3231341,transit,debo_model/datasets/3231341.npz
3232859,stellar_eclipse,debo_model/datasets/3232859.npz
3233043,unlabeled,debo_model/datasets/3233043.npz
3235672,not_transit,debo_model/datasets/3235672.npz
3239636,centroid_offset,debo_model/datasets/3239636.npz
3240158,transit,debo_model/datasets/3240158.npz
3240706,stellar_eclipse,debo_model/datasets/3240706.npz
3241557,centroid_offset,debo_model/datasets/3241557.npz
3241604,stellar_eclipse,debo_model/datasets/3241604.npz
3245969,transit,debo_model/datasets/3245969.npz
3246984,centroid_offset,debo_model/datasets/3246984.npz
3247268,transit,debo_model/datasets/3247268.npz
3247396,stellar_eclipse,debo_model/datasets/3247396.npz
3324986,centroid_offset,debo_model/datasets/3324986.npz
3328052,centroid_offset,debo_model/datasets/3328052.npz
3329204,transit,debo_model/datasets/3329204.npz
3336765,stellar_eclipse,debo_model/datasets/3336765.npz
3337351,stellar_eclipse,debo_model/datasets/3337351.npz
3337425,centroid_offset,debo_model/datasets/3337425.npz
3337432,centroid_offset,debo_model/datasets/3337432.npz
3340070,unlabeled,debo_model/datasets/3340070.npz
3340312,centroid_offset,debo_model/datasets/3340312.npz
3342592,stellar_eclipse,debo_model/datasets/3342592.npz
3342970,transit,debo_model/datasets/3342970.npz
3344419,not_transit,debo_model/datasets/3344419.npz
3348082,transit,debo_model/datasets/3348082.npz
3348285,centroid_offset,debo_model/datasets/3348285.npz
3351888,transit,debo_model/datasets/3351888.npz
3437776,centroid_offset,debo_model/datasets/3437776.npz
3438507,transit,debo_model/datasets/3438507.npz
3438975,centroid_offset,debo_model/datasets/3438975.npz
3440861,not_transit,debo_model/datasets/3440861.npz
3441784,stellar_eclipse,debo_model/datasets/3441784.npz
3443790,stellar_eclipse,debo_model/datasets/3443790.npz
3444588,transit,debo_model/datasets/3444588.npz
3447722,transit,debo_model/datasets/3447722.npz
3453214,transit,debo_model/datasets/3453214.npz
3531558,transit,debo_model/datasets/3531558.npz
3533469,centroid_offset,debo_model/datasets/3533469.npz
3541800,centroid_offset,debo_model/datasets/3541800.npz
3542588,centroid_offset,debo_model/datasets/3542588.npz
3544689,stellar_eclipse,debo_model/datasets/3544689.npz
3547091,stellar_eclipse,debo_model/datasets/3547091.npz
3554031,transit,debo_model/datasets/3554031.npz
3554600,centroid_offset,debo_model/datasets/3554600.npz
3556220,stellar_eclipse,debo_model/datasets/3556220.npz
3557341,not_transit,debo_model/datasets/3557341.npz
3557493,Ephemeris match,debo_model/datasets/3557493.npz
3558981,stellar_eclipse,debo_model/datasets/3558981.npz
3560301,not_transit,debo_model/datasets/3560301.npz
3632418,transit,debo_model/datasets/3632418.npz
3641726,transit,debo_model/datasets/3641726.npz
3642741,unlabeled,debo_model/datasets/3642741.npz
3644071,not_transit,debo_model/datasets/3644071.npz
3644653,centroid_offset,debo_model/datasets/3644653.npz
3654095,centroid_offset,debo_model/datasets/3654095.npz
3654719,centroid_offset,debo_model/datasets/3654719.npz
3655332,stellar_eclipse,debo_model/datasets/3655332.npz
3657176,centroid_offset,debo_model/datasets/3657176.npz
3730335,centroid_offset,debo_model/datasets/3730335.npz
3734868,stellar_eclipse,debo_model/datasets/3734868.npz
3742855,stellar_eclipse,debo_model/datasets/3742855.npz
3747262,centroid_offset,debo_model/datasets/3747262.npz
3749365,transit,debo_model/datasets/3749365.npz
3756801,transit,debo_model/datasets/3756801.npz
3765771,stellar_eclipse,debo_model/datasets/3765771.npz
3832474,not_transit,debo_model/datasets/3832474.npz
3832716,not_transit,debo_model/datasets/3832716.npz
3834322,stellar_eclipse,debo_model/datasets/3834322.npz
3834360,stellar_eclipse,debo_model/datasets/3834360.npz
3835670,transit,debo_model/datasets/3835670.npz
3836375,centroid_offset,debo_model/datasets/3836375.npz
3838486,centroid_offset,debo_model/datasets/3838486.npz
3847708,stellar_eclipse,debo_model/datasets/3847708.npz
3848972,stellar_eclipse,debo_model/datasets/3848972.npz
3849155,stellar_eclipse,debo_model/datasets/3849155.npz
3853673,stellar_eclipse,debo_model/datasets/3853673.npz
3858704,centroid_offset,debo_model/datasets/3858704.npz
3858804,stellar_eclipse,debo_model/datasets/3858804.npz
3858824,stellar_eclipse,debo_model/datasets/3858824.npz
3858949,stellar_eclipse,debo_model/datasets/3858949.npz
3859079,transit,debo_model/datasets/3859079.npz
3859363,centroid_offset,debo_model/datasets/3859363.npz
3859628,transit,debo_model/datasets/3859628.npz
3860441,centroid_offset,debo_model/datasets/3860441.npz
3861611,centroid_offset,debo_model/datasets/3861611.npz
3862246,stellar_eclipse,debo_model/datasets/3862246.npz
3865567,stellar_eclipse,debo_model/datasets/3865567.npz
3869014,transit,debo_model/datasets/3869014.npz
3869825,stellar_eclipse,debo_model/datasets/3869825.npz
3935914,transit,debo_model/datasets/3935914.npz
3940418,transit,debo_model/datasets/3940418.npz
3942446,transit,debo_model/datasets/3942446.npz
3946023,stellar_eclipse,debo_model/datasets/3946023.npz
3957082,centroid_offset,debo_model/datasets/3957082.npz
3962243,transit,debo_model/datasets/3962243.npz
3964562,stellar_eclipse,debo_model/datasets/3964562.npz
3966912,stellar_eclipse,debo_model/datasets/3966912.npz
4035667,Ephemeris match,debo_model/datasets/4035667.npz
4037164,stellar_eclipse,debo_model/datasets/4037164.npz
4042026,stellar_eclipse,debo_model/datasets/4042026.npz
4043443,stellar_eclipse,debo_model/datasets/4043443.npz
4044005,stellar_eclipse,debo_model/datasets/4044005.npz
4049108,centroid_offset,debo_model/datasets/4049108.npz
4049131,transit,debo_model/datasets/4049131.npz
4055774,centroid_offset,debo_model/datasets/4055774.npz
4060815,not_transit,debo_model/datasets/4060815.npz
4061149,transit,debo_model/datasets/4061149.npz
4067336,stellar_eclipse,debo_model/datasets/4067336.npz
4070376,stellar_eclipse,debo_model/datasets/4070376.npz
4072333,centroid_offset,debo_model/datasets/4072333.npz
4075015,stellar_eclipse,debo_model/datasets/4075015.npz
4076976,centroid_offset,debo_model/datasets/4076976.npz
4078157,transit,debo_model/datasets/4078157.npz
4079535,stellar_eclipse,debo_model/datasets/4079535.npz
4139816,transit,debo_model/datasets/4139816.npz
4150539,centroid_offset,debo_model/datasets/4150539.npz
4150624,centroid_offset,debo_model/datasets/4150624.npz
4159347,stellar_eclipse,debo_model/datasets/4159347.npz
4165960,centroid_offset,debo_model/datasets/4165960.npz
4180280,transit,debo_model/datasets/4180280.npz
4180401,stellar_eclipse,debo_model/datasets/4180401.npz
4247092,stellar_eclipse,debo_model/datasets/4247092.npz
4247791,stellar_eclipse,debo_model/datasets/4247791.npz
4270565,centroid_offset,debo_model/datasets/4270565.npz
4275117,centroid_offset,debo_model/datasets/4275117.npz
4275191,transit,debo_model/datasets/4275191.npz
4275739,stellar_eclipse,debo_model/datasets/4275739.npz
4285107,centroid_offset,debo_model/datasets/4285107.npz
4365442,centroid_offset,debo_model/datasets/4365442.npz
4367854,centroid_offset,debo_model/datasets/4367854.npz
4372768,stellar_eclipse,debo_model/datasets/4372768.npz
4374339,centroid_offset,debo_model/datasets/4374339.npz
4376644,stellar_eclipse,debo_model/datasets/4376644.npz
4381282,stellar_eclipse,debo_model/datasets/4381282.npz
4384675,unlabeled,debo_model/datasets/4384675.npz
4386059,centroid_offset,debo_model/datasets/4386059.npz
4391348,centroid_offset,debo_model/datasets/4391348.npz
4459924,centroid_offset,debo_model/datasets/4459924.npz
4476123,transit,debo_model/datasets/4476123.npz
4476423,not_transit,debo_model/datasets/4476423.npz
4480676,stellar_eclipse,debo_model/datasets/4480676.npz
4544670,transit,debo_model/datasets/4544670.npz
4551328,stellar_eclipse,debo_model/datasets/4551328.npz
4551663,centroid_offset,debo_model/datasets/4551663.npz
4568298,stellar_eclipse,debo_model/datasets/4568298.npz
4570931,centroid_offset,debo_model/datasets/4570931.npz
4639868,stellar_eclipse,debo_model/datasets/4639868.npz
4649305,stellar_eclipse,debo_model/datasets/4649305.npz
4664046,stellar_eclipse,debo_model/datasets/4664046.npz
4664847,transit,debo_model/datasets/4664847.npz
4677282,stellar_eclipse,debo_model/datasets/4677282.npz
4725681,transit,debo_model/datasets/4725681.npz
4743513,stellar_eclipse,debo_model/datasets/4743513.npz
4826110,centroid_offset,debo_model/datasets/4826110.npz
4828341,stellar_eclipse,debo_model/datasets/4828341.npz
4829935,centroid_offset,debo_model/datasets/4829935.npz
4832175,centroid_offset,debo_model/datasets/4832175.npz
4832197,stellar_eclipse,debo_model/datasets/4832197.npz
4833135,unlabeled,debo_model/datasets/4833135.npz
4840513,not_transit,debo_model/datasets/4840513.npz
4844004,stellar_eclipse,debo_model/datasets/4844004.npz
4847782,stellar_eclipse,debo_model/datasets/4847782.npz
4848424,centroid_offset,debo_model/datasets/4848424.npz
4858610,centroid_offset,debo_model/datasets/4858610.npz
4860932,stellar_eclipse,debo_model/datasets/4860932.npz
4861527,stellar_eclipse,debo_model/datasets/4861527.npz
4861791,centroid_offset,debo_model/datasets/4861791.npz
4913852,transit,debo_model/datasets/4913852.npz
4932348,stellar_eclipse,debo_model/datasets/4932348.npz
4936180,transit,debo_model/datasets/4936180.npz
4940438,stellar_eclipse,debo_model/datasets/4940438.npz
4949751,stellar_eclipse,debo_model/datasets/4949751.npz
4950232,centroid_offset,debo_model/datasets/4950232.npz
5003117,stellar_eclipse,debo_model/datasets/5003117.npz
5009189,stellar_eclipse,debo_model/datasets/5009189.npz
5014903,centroid_offset,debo_model/datasets/5014903.npz
5021176,stellar_eclipse,debo_model/datasets/5021176.npz
5021737,stellar_eclipse,debo_model/datasets/5021737.npz
5021899,transit,debo_model/datasets/5021899.npz
5023956,stellar_eclipse,debo_model/datasets/5023956.npz
5024450,stellar_eclipse,debo_model/datasets/5024450.npz
5035972,stellar_eclipse,debo_model/datasets/5035972.npz
5039129,centroid_offset,debo_model/datasets/5039129.npz
5041569,stellar_eclipse,debo_model/datasets/5041569.npz
5077629,stellar_eclipse,debo_model/datasets/5077629.npz
5078939,stellar_eclipse,debo_model/datasets/5078939.npz
5091016,stellar_eclipse,debo_model/datasets/5091016.npz
5094751,transit,debo_model/datasets/5094751.npz
5097470,stellar_eclipse,debo_model/datasets/5097470.npz
5097868,centroid_offset,debo_model/datasets/5097868.npz
5108214,stellar_eclipse,debo_model/datasets/5108214.npz
5108946,centroid_offset,debo_model/datasets/5108946.npz
